,Employee_Id,Department_Id,Yearly_Salary
349,8387,5,997546
350,9595,4,882011
351,1504,5,409894
352,7037,4,220717
353,1669,2,513482
354,7367,7,974183
355,4002,1,530774
356,2602,8,409839
357,8496,8,668204
358,3644,4,690044
359,3472,5,257129
360,4407,8,31037
361,700,4,334270
362,1960,2,213990
363,6506,1,418546
364,1080,9,276993
365,4156,5,362329
366,5686,4,266113
367,151,4,247056
368,9811,5,73596
369,4880,2,401240
370,7677,8,246957
371,4250,3,63296
372,3659,6,183595
373,1950,2,106145
374,5147,8,568312
375,5903,1,998165
376,1408,8,269478
377,8358,9,474659
378,7280,8,291839
379,2232,5,974962
380,7887,1,155270
381,5678,5,218088
382,977,5,193333
383,5802,9,941219
384,6647,9,715702
385,7910,2,747039
386,7366,8,886479
387,5477,8,101725
388,1987,9,353253
389,1515,9,236508
390,9644,7,928286
391,3520,7,383266
392,2913,9,391168
393,4284,5,381796
394,3262,9,372778
395,792,8,124639
396,2744,6,56239
397,2759,2,121578
398,8605,3,589109
399,2637,1,662512
400,3523,4,662565
401,6185,8,999094
402,8870,8,626571
403,9109,9,651801
404,9403,1,388348
405,4784,7,204177
406,4834,1,391346
407,4297,7,111590
408,455,6,18397
409,1053,4,180378
410,389,1,766815
411,1178,8,382354
412,9134,8,713433
413,8997,8,359778
414,5383,3,650616
415,4879,3,823223
416,529,1,377354
417,3767,9,181415
418,9513,7,826398
419,1041,6,212146
420,6450,7,381378
421,2899,3,497458
422,5246,9,556005
423,5708,7,135330
424,6521,4,657126
425,4655,4,827346
426,5941,1,793920
427,7955,8,610797
428,310,4,356655
429,7643,2,173571
430,2724,5,846035
431,9371,7,564661
432,3147,3,308369
433,6805,9,147439
434,2961,6,130824
435,9371,3,54929
436,1905,3,586278
437,4389,9,322322
438,6355,6,848177
439,140,8,868831
440,3789,2,277030
441,5772,5,241946
442,9104,5,612834
443,8190,8,148481
444,2772,9,457872
445,4511,9,800466
446,6517,3,871351
447,6456,1,807056
448,1491,9,474408
449,9931,3,941298
450,5534,4,126786
451,5756,7,339592
452,9230,1,287037
453,7767,6,444465
454,4620,4,347740
455,9241,7,426855
456,1189,6,145223
457,4484,2,591256
458,675,1,905358
459,7538,9,607818
460,8071,1,802393
461,2896,4,19122
462,1542,8,400382
463,8482,8,865526
464,100,9,537743
465,4550,5,514643
466,5490,7,28540
467,585,2,143558
468,5822,8,104207
469,2564,9,537253
470,6459,9,265327
471,6039,3,700965
472,3820,7,488746
473,1321,4,727947
474,6447,4,16373
475,5074,8,835068
476,3335,1,107860
477,6722,9,414305
478,359,4,45250
479,6721,8,572406
480,5577,7,589489
481,7814,9,215996
482,1507,8,944038
483,3350,9,778057
484,3578,2,607498
485,1631,6,203566
486,4767,2,111745
487,8289,3,663008
488,4340,9,357874
489,3155,3,331036
490,2996,8,831135
491,8862,7,341475
492,6843,4,635492
493,7076,8,324493
494,901,8,156927
495,2274,7,373613
496,4161,4,479254
497,4447,3,843749
498,3353,5,430797
499,7083,9,653897
500,7967,4,378407
501,5586,3,748683
502,3050,6,356206
503,6646,6,245498
504,245,9,88947
505,5425,9,373413
506,6576,3,752487
507,6875,6,584774
508,7416,1,539509
509,2368,7,709367
510,3288,7,232383
511,2251,5,809374
512,557,2,249768
513,8519,4,435561
514,2745,6,242691
515,5814,1,877793
516,1954,2,810493
517,3441,3,353165
518,3201,7,783149
519,3178,1,513876
520,6036,1,923544
521,2453,8,673028
522,1430,4,70102
523,1668,9,59665
524,6855,5,127414
525,5963,7,105811
526,9529,8,171222
527,9669,6,485048
528,6941,9,171256
529,6050,2,958140
530,3802,2,791225
531,4717,8,631427
532,7140,3,305779
533,13,6,605887
534,3088,4,54449
535,5979,2,117079
536,4833,5,344050
537,6927,3,753159
538,6377,4,442445
539,4818,6,150164
540,7801,6,569262
541,1450,1,634842
542,2914,1,917677
543,3792,5,597370
544,6246,8,730549
545,3213,8,58620
546,7555,9,666728
547,1527,4,990312
548,8845,5,321488
549,6476,4,35125
550,9957,2,671289
551,793,3,75950
552,9166,7,231572
553,9468,2,959147
554,5028,5,47668
555,2501,1,533991
556,8656,8,682332
557,3938,2,355021
558,9584,8,631960
559,197,1,854218
560,3422,2,372930
561,6102,9,226904
562,2001,6,808259
563,5615,4,444082
564,2987,4,12104
565,2988,6,837399
566,2640,4,916260
567,7967,1,327774
568,3605,7,663779
569,8109,1,376953
570,5965,5,976551
571,8766,6,55339
572,8193,9,492268
573,4366,8,968308
574,933,7,121166
575,1301,3,604831
576,8633,2,353458
577,424,1,160152
578,1599,6,203066
579,3692,6,596405
580,5844,7,197359
581,9798,2,708411
582,6522,9,654274
583,9362,9,524263
584,197,2,639141
585,1727,3,960848
586,8362,5,572839
587,8420,6,173223
588,4904,6,232610
589,4868,2,471699
590,2164,4,447418
591,757,5,503127
592,6561,9,127719
593,7982,4,871863
594,4824,9,563298
595,9436,3,375699
596,5609,4,91568
597,1476,9,370307
598,182,7,185667
599,929,6,428199
600,9453,5,550454
601,5416,6,247973
602,6979,6,343363
603,8674,7,437239
604,4402,2,140018
605,8611,9,940920
606,8640,9,298530
607,5574,2,934513
608,4371,8,896474
609,1343,7,781724
610,9669,1,786686
611,3394,7,450139
612,7257,5,786047
613,1116,7,501958
614,5686,4,863560
615,2012,6,45005
616,5547,9,975543
617,4780,1,847830
618,9945,3,990625
619,7954,8,790685
620,6607,2,162514
621,4253,7,498041
622,191,5,743461
623,7226,4,725967
624,361,8,435459
625,9235,4,327088
626,2237,5,862447
627,1867,3,409228
628,6963,8,28453
629,4141,2,632844
630,5467,2,351955
631,8071,5,717728
632,6351,5,806639
633,4475,7,341623
634,2750,9,975539
635,1724,4,82851
636,4719,2,316039
637,4183,1,604263
638,9337,9,542615
639,3691,8,461330
640,24,9,833224
641,9837,2,455008
642,5668,4,766324
643,9624,5,135857
644,8313,6,447742
645,2970,8,513870
646,9243,9,66456
647,5945,5,822732
648,2377,4,460111
649,9635,6,812249
650,6680,2,974182
651,3781,8,600837
652,7815,8,156189
653,6461,6,16988
654,8905,9,998572
655,1918,5,150202
656,3795,5,789873
657,4675,8,307437
658,5188,6,123753
659,9102,3,494971
660,9692,5,128179
661,3914,9,507823
662,8265,7,519576
663,1071,6,353688
664,7253,2,632128
665,7925,4,397740
666,8778,9,323697
667,461,2,834003
668,345,7,867193
669,8367,4,540614
670,9752,7,657967
671,5386,9,319591
672,600,9,510654
673,6338,1,438956
674,6758,4,188632
675,8185,8,943359
676,9703,4,866467
677,299,4,669479
678,9729,7,628974
679,546,6,656481
680,5998,9,457043
681,8725,9,878618
682,3290,7,863786
683,1902,9,952100
684,5933,3,992693
685,1384,9,196153
686,362,6,246886
687,977,5,591651
688,6413,8,354697
689,6881,1,609564
690,5767,6,37779
691,3564,5,756495
692,1277,6,965028
693,781,6,539858
694,7950,5,850460
695,3580,7,26391
696,6611,9,353667
697,6986,3,185990
698,66,6,607050
699,2154,7,103722
700,2513,7,678917
701,8260,6,468383
702,7494,8,116323
703,6756,7,609754
704,1093,5,110021
705,8617,5,407197
706,6310,2,90075
707,3160,2,360228
708,2617,3,13198
709,7895,7,644509
710,4075,8,366960
711,6897,7,787131
712,1942,9,27951
713,5209,2,344761
714,9863,6,935579
715,4457,8,199525
716,5936,1,847120
717,7425,9,444419
718,5907,2,630624
719,3683,9,497641
720,4218,3,861506
721,4998,3,303543
722,5451,5,870518
723,3422,5,816579
724,4855,9,897500
725,4987,2,63449
726,4192,3,649558
727,8780,4,49744
728,1190,2,741830
729,8552,6,616049
730,8315,7,28425
731,1934,5,520470
732,4685,7,434517
733,4634,4,326432
734,4531,5,493321
735,7687,8,623508
736,5845,7,994275
737,3821,6,531224
738,8570,4,746371
739,2856,4,706873
740,3640,4,666098
741,1275,1,221561
742,3101,7,917545
743,649,6,369970
744,4708,6,63082
745,6213,9,767829
746,8408,7,437855
747,5637,2,312261
748,8655,6,61517
749,5787,8,604630
750,1101,8,564881
751,6278,2,858138
752,4667,1,313751
753,7272,4,143581
754,7824,3,624441
755,2296,8,240117
756,4993,8,808353
757,7250,1,850785
758,3678,1,45160
759,3654,1,444381
760,2067,7,474536
761,8824,5,52519
762,2867,2,168841
763,9932,7,805005
764,6461,5,665206
765,8675,4,168808
766,4598,7,958737
767,6250,4,769001
768,9535,1,944204
769,1604,1,150526
770,977,6,994213
771,4081,7,785584
772,4178,3,275610
773,8067,1,32306
774,177,8,675073
775,2254,2,610914
776,6705,8,372702
777,3463,2,591792
778,7753,9,297270
779,2597,8,799818
780,6160,1,91090
781,231,3,255897
782,2443,9,510030
783,4460,7,950754
784,9455,9,209906
785,8586,2,113718
786,7495,9,820803
787,1354,5,67031
788,8357,4,653472
789,1515,2,402443
790,1570,2,881016
791,3181,8,987613
792,7867,2,26344
793,7930,7,581305
794,8820,8,926932
795,4682,1,815872
796,7558,8,92461
797,8101,8,779946
798,9857,1,460826
799,7211,2,404631
800,1600,6,590875
801,659,9,460428
802,1963,3,719414
803,3128,3,159767
804,2378,8,823529
805,8978,5,655855
806,4727,9,568207
807,1908,8,846899
808,5332,3,790182
809,1714,8,205134
810,1991,8,925732
811,4069,6,257175
812,2262,2,60067
813,7640,6,247001
814,2046,3,449155
815,7474,4,373288
816,4035,2,255124
817,9239,2,196468
818,419,1,73130
819,3103,8,520656
820,3928,7,456532
821,3970,8,269928
822,7459,3,140562
823,3589,6,657892
824,3787,7,106765
825,7845,3,810685
826,8788,7,105052
827,3361,5,885360
828,4536,6,425934
829,2595,6,533240
830,4640,4,839695
831,5936,1,166862
832,8852,2,147221
833,394,3,12192
834,6509,9,599778
835,3045,4,161102
836,7294,6,591734
837,2665,3,140279
838,8996,8,679923
839,8451,5,952069
840,7208,7,155024
841,4041,6,61603
842,5411,2,273102
843,3714,4,722360
844,4066,3,867131
845,4790,1,444164
846,4928,8,609012
847,7427,7,931779
848,3152,3,540669
849,5400,8,608773
850,5216,3,595133
851,8617,5,585577
852,4359,2,639802
853,4898,4,435799
854,5508,3,32130
855,1135,3,823541
856,8030,5,380956
857,2969,7,46281
858,611,5,577335
859,8667,5,220878
860,6021,5,18871
861,3478,1,519075
862,7807,8,587314
863,4283,7,263581
864,7791,5,310643
865,8130,9,279984
866,8003,8,279252
867,8412,4,599492
868,2918,9,823014
869,1359,5,173253
870,1454,5,525025
871,8755,7,834809
872,359,4,199663
873,6019,7,396005
874,5866,1,611102
875,7856,7,92426
876,5325,5,463800
877,6618,7,476765
878,8283,9,236822
879,285,5,821474
880,3289,6,664161
881,1950,1,624139
882,8062,4,524891
883,1204,7,227493
884,5889,1,746190
885,7265,9,52727
886,8853,6,188162
887,3879,9,944548
888,5699,9,366583
889,2142,5,276481
890,5679,4,614892
891,18,6,143041
892,7611,6,752875
893,5714,4,984026
894,3526,1,700288
895,9613,5,566890
896,9388,9,695503
897,2602,9,79789
898,3788,9,109376
899,7570,6,864472
900,7858,9,186318
901,4111,3,443356
902,9877,5,367915
903,7679,7,742604
904,7867,9,100674
905,7530,1,468159
906,4508,8,305847
907,7590,9,275600
908,4301,2,717455
909,5620,7,740033
910,9415,2,155833
911,3060,9,852398
912,418,5,572766
913,624,6,607918
914,259,4,352954
915,3620,8,15580
916,9195,3,713639
917,4271,2,192691
918,4238,7,161424
919,2731,7,511918
920,1422,4,139312
921,8569,2,328813
922,7383,5,66806
923,716,4,549442
924,2063,7,343042
925,6671,6,723278
926,7192,1,232298
927,2929,2,352937
928,6647,7,813801
929,7317,1,451196
930,6708,2,726428
931,2981,7,216104
932,1088,2,638035
933,6173,2,801403
934,9076,1,16260
935,6714,1,503139
936,7943,5,657460
937,45,5,787415
938,3289,2,197823
939,9652,2,136425
940,2331,7,312602
941,3797,9,555242
942,1276,5,846612
943,9839,3,974676
944,1952,7,924938
945,5708,6,58591
946,9990,7,894420
947,7547,5,850482
948,1837,6,174499
949,4195,9,804258
950,6060,3,819829
951,2952,2,393099
952,9141,5,697820
953,6469,8,968722
954,3021,8,611919
955,4673,3,656697
956,6541,7,127245
957,292,7,25145
958,7181,5,905033
959,3909,9,785026
960,7087,8,937508
961,8474,8,333390
962,3339,4,64324
963,3216,8,971781
964,7569,7,838272
965,7367,7,48339
966,7402,1,44765
967,1766,8,859354
968,1209,7,917103
969,8165,1,806124
970,3717,5,543050
971,7406,7,323278
972,355,1,310992
973,3099,3,122792
974,6443,4,220920
975,9571,6,73080
976,1825,3,617437
977,375,9,37439
978,2894,5,693328
979,8606,9,786619
980,382,5,682353
981,3404,9,671527
982,2213,9,529490
983,8845,6,844842
984,575,7,68463
985,9689,5,207401
986,8302,9,319407
987,3732,4,717484
988,2926,8,147575
989,2607,8,546423
990,6933,8,501792
991,843,9,596148
992,3477,4,478429
993,3548,5,665316
994,7905,8,700346
995,4592,2,305827
996,1800,6,609490
997,9278,7,802944
998,9277,2,402546
999,2783,6,551283
1000,634,4,173924
1001,6415,5,829699
1002,8232,3,354186
1003,4998,1,721737
1004,9739,3,157083
1005,8689,7,905298
1006,4451,4,732509
1007,6547,7,729929
1008,4553,6,629292
1009,4232,5,262031
1010,1118,1,334681
1011,9337,5,753420
1012,5115,2,579768
1013,8506,4,582705
1014,5057,8,138424
1015,4281,3,192180
1016,4447,4,983193
1017,7817,9,78452
1018,1573,1,252246
1019,4320,5,792598
1020,2543,8,118000
1021,4845,6,651368
1022,4315,4,464613
1023,684,6,65414
1024,3128,3,137832
1025,7981,8,69148
1026,8398,6,77665
1027,6762,8,773562
1028,475,8,493784
1029,5885,2,700633
1030,1155,6,687784
1031,1230,8,110783
1032,1753,6,89537
1033,621,3,660721
1034,747,6,735697
1035,7583,2,482158
1036,6253,6,639035
1037,2192,8,765057
1038,7649,2,893529
1039,4243,1,785651
1040,9993,5,729456
1041,8679,3,245894
1042,8837,3,914745
1043,6993,9,975849
1044,9094,9,649790
1045,90,1,930867
1046,8236,4,711703
1047,5917,8,348900
1048,4722,5,445755
1049,624,2,476468
1050,6463,4,995620
1051,4735,2,738879
1052,3084,7,522104
1053,5862,7,579920
1054,2818,5,973524
1055,6798,9,713757
1056,2819,7,289851
1057,3036,5,474209
1058,1589,5,260737
1059,2490,5,663834
1060,7302,5,408744
1061,3329,8,22473
1062,457,3,963980
1063,2626,7,181793
1064,1034,7,114766
1065,9376,4,29234
1066,770,1,762007
1067,872,3,95141
1068,5907,1,451636
1069,8577,2,516660
1070,3650,2,227463
1071,1765,8,928989
1072,9855,4,221957
1073,7294,4,67211
1074,6759,1,617765
1075,4913,5,524465
1076,3980,4,784933
1077,1705,2,125751
1078,594,6,619696
1079,4389,4,607051
1080,9397,8,242204
1081,6055,5,411829
1082,704,2,846486
1083,1713,7,64553
1084,8291,7,939678
1085,7002,3,893399
1086,809,8,706266
1087,3594,8,110881
1088,3959,4,350463
1089,5865,1,19982
1090,598,6,270039
1091,5523,7,835086
1092,916,7,297602
1093,3777,7,354313
1094,8070,4,15265
1095,6850,5,312337
1096,4875,6,146890
1097,6779,1,867999
1098,2394,6,733710
1099,9619,9,631417
1100,7721,1,433683
1101,2765,6,788073
1102,5986,8,66171
1103,873,5,962407
1104,8950,6,948287
1105,9020,7,636686
1106,3842,2,335332
1107,7827,7,875485
1108,1606,7,328097
1109,9114,9,429032
1110,2806,3,352754
1111,7077,4,311713
1112,5596,8,813282
1113,5267,4,886974
1114,2367,6,647163
1115,1196,8,560126
1116,1368,1,857211
1117,1366,9,165724
1118,1558,7,247922
1119,13,4,545128
1120,2199,2,53178
1121,5539,4,498032
1122,684,9,837586
1123,5670,7,631038
1124,4975,4,539898
1125,2876,4,782999
1126,4075,9,577211
1127,8766,2,556110
1128,6657,2,134855
1129,1993,2,892855
1130,5815,1,483107
1131,9042,8,651800
1132,8944,9,968871
1133,20,7,192728
1134,8784,3,271143
1135,2925,6,805551
1136,9727,5,807198
1137,7538,1,267523
1138,5150,5,282558
1139,7158,5,52507
1140,9798,2,426157
1141,9755,8,506662
1142,7882,3,663722
1143,6501,9,438667
1144,8431,9,144658
1145,6310,8,206489
1146,8177,3,196958
1147,7873,3,543965
1148,5745,8,230528
1149,4624,5,105214
1150,5121,2,828842
1151,7756,6,501878
1152,756,8,496228
1153,6778,8,385002
1154,7436,3,746688
1155,5120,3,737205
1156,9538,1,176152
1157,8103,1,621845
1158,656,3,41890
1159,5701,9,465158
1160,8973,8,735141
1161,3957,3,598985
1162,3043,8,260069
1163,2794,9,525567
1164,9283,2,129359
1165,8806,7,67994
1166,4857,8,717580
1167,2287,5,817605
1168,7137,3,881971
1169,108,7,646828
1170,7728,4,29499
1171,3701,1,437290
1172,6508,5,731473
1173,7904,6,364653
1174,827,3,250234
1175,1116,8,732740
1176,5113,7,41882
1177,4797,1,257773
1178,1637,4,867900
1179,9729,8,633741
1180,9632,6,960996
1181,8420,1,477268
1182,8558,1,690588
1183,4411,6,590700
1184,6366,3,583446
1185,4906,9,41993
1186,2291,3,801120
1187,5358,4,174192
1188,6433,1,911461
1189,677,6,444640
1190,5807,9,579694
1191,8858,8,405195
1192,1631,3,592470
1193,2759,7,532049
1194,3856,6,251982
1195,1422,8,754654
1196,6477,6,658700
1197,9470,4,260314
1198,6669,1,437330
1199,7396,6,886986
1200,7965,8,657709
1201,2862,6,14459
1202,5744,1,962692
1203,8977,7,512689
1204,4781,6,516759
1205,7730,9,40779
1206,9386,8,458580
1207,9350,3,618615
1208,4023,6,434995
1209,2459,4,94296
1210,4262,3,598898
1211,140,8,470627
1212,2424,9,596824
1213,4824,7,281218
1214,3251,8,866136
1215,5034,1,904149
1216,8665,6,597062
1217,559,1,460099
1218,8774,2,551405
1219,9746,2,335437
1220,1546,6,906880
1221,485,4,678308
1222,7606,7,759777
1223,4131,7,35340
1224,6938,3,205113
1225,2453,2,297185
1226,2831,5,592502
1227,1804,3,904444
1228,6076,6,16945
1229,6253,5,71885
1230,8337,9,343519
1231,2191,7,40683
1232,4243,1,690477
1233,4418,4,914661
1234,7210,8,995713
1235,383,5,580954
1236,4881,4,729471
1237,5903,6,809110
1238,5080,2,563465
1239,5787,2,560372
1240,1193,2,152737
1241,8933,9,551328
1242,1064,6,269711
1243,4356,1,541320
1244,1465,2,835467
1245,4186,8,467541
1246,7266,2,911332
1247,4809,6,818987
1248,3291,5,559513
1249,1597,8,630290
1250,6585,6,508114
1251,3172,2,360045
1252,4585,8,915900
1253,1701,6,310064
1254,447,2,418180
1255,5816,1,622105
1256,1807,8,235147
1257,9242,6,307331
1258,1687,8,921173
1259,4370,2,597652
1260,3183,2,186457
1261,6445,9,613087
1262,7269,4,802350
1263,1783,9,455407
1264,4841,8,622538
1265,6983,9,666296
1266,9402,6,802167
1267,6839,2,932291
1268,7121,2,550798
1269,9237,1,483320
1270,2484,7,392037
1271,7222,9,326546
1272,3359,1,215116
1273,7687,5,118692
1274,4,6,106448
1275,2736,1,241999
1276,1748,3,430773
1277,3709,3,724906
1278,4662,2,296273
1279,132,1,18815
1280,383,7,932516
1281,2555,9,588444
1282,9815,9,322146
1283,1872,6,714260
1284,693,4,900780
1285,5713,4,268967
1286,1353,5,83849
1287,27,5,522645
1288,8926,5,321186
1289,5942,2,131877
1290,3596,5,835399
1291,7589,7,781595
1292,8575,7,65990
1293,2987,1,193666
1294,610,4,725121
1295,2147,4,49367
1296,149,7,742783
1297,8029,1,863423
1298,9674,6,936006
1299,6139,1,177898
1300,6498,2,922794
1301,42,2,272198
1302,5461,2,433347
1303,1665,7,773498
1304,7831,9,787813
1305,4787,1,264118
1306,1263,6,338677
1307,4143,8,937361
1308,545,2,796133
1309,746,5,371232
1310,932,7,323945
1311,2303,2,295596
1312,5575,2,781514
1313,2738,9,376157
1314,4020,6,953685
1315,2205,5,279510
1316,9811,4,399575
1317,7771,9,445546
1318,4309,7,350910
1319,1379,7,80083
1320,2421,5,934937
1321,9676,2,220204
1322,7506,2,946491
1323,6207,6,675472
1324,2114,7,406486
1325,8390,9,208828
1326,9454,3,222005
1327,8217,2,167685
1328,8047,7,331429
1329,8609,7,902185
1330,6477,8,158686
1331,7654,1,891081
1332,8747,7,640297
1333,5723,1,120769
1334,5507,5,720800
1335,3855,4,942460
1336,5712,2,644188
1337,2172,3,156006
1338,2108,1,68542
1339,7123,6,300388
1340,9228,2,108960
1341,2654,2,321525
1342,6233,8,503563
1343,7610,6,513834
1344,2364,1,856650
1345,9435,2,657194
1346,8403,2,605135
1347,2394,1,667025
1348,4412,1,51241
1349,4008,1,766641
1350,9460,4,620770
1351,534,7,836503
1352,3948,2,539349
1353,8849,1,331817
1354,1220,5,438039
1355,7923,7,628526
1356,7967,1,156249
1357,4472,1,738611
1358,3344,4,104841
1359,86,9,733231
1360,3559,1,18037
1361,9874,6,396546
1362,7298,3,29467
1363,1848,8,737246
1364,546,8,930284
1365,4865,1,567642
1366,6654,6,501162
1367,4009,4,13400
1368,2174,3,659916
1369,6866,1,675439
1370,9403,6,857602
