,Department_Id,Department_Name
271,2,['Shipping']
272,7,['Administration']
273,7,['Executive']
274,8,['Purchasing']
275,5,['Marketing']
276,10,['Finance']
277,9,['Purchasing']
278,10,['Administration']
279,4,['Marketing']
280,9,['Marketing']
281,4,['Administration']
282,3,['Human Resources']
283,9,['IT']
284,10,['Public Relations']
285,4,['Administration']
286,4,['Human Resources']
287,8,['Public Relations']
288,5,['Administration']
289,5,['Purchasing']
290,2,['IT']
291,9,['Human Resources']
292,1,['Marketing']
293,3,['Purchasing']
294,10,['Finance']
295,6,['Administration']
296,3,['Finance']
297,3,['IT']
298,7,['Administration']
299,8,['Executive']
300,2,['Human Resources']
301,2,['Shipping']
302,10,['Public Relations']
303,6,['Executive']
304,9,['Purchasing']
305,4,['Purchasing']
306,7,['Executive']
307,3,['Marketing']
308,10,['Marketing']
309,2,['Finance']
310,1,['Public Relations']
311,6,['Purchasing']
312,6,['Public Relations']
313,2,['Administration']
314,5,['Sales']
315,4,['Marketing']
316,9,['Marketing']
317,9,['Public Relations']
318,3,['Sales']
319,8,['Public Relations']
320,2,['Shipping']
321,9,['Shipping']
322,7,['Purchasing']
323,6,['Administration']
324,9,['Purchasing']
325,1,['Finance']
326,9,['Shipping']
327,1,['Shipping']
328,2,['Shipping']
329,8,['Finance']
330,5,['Purchasing']
331,4,['Finance']
332,8,['Human Resources']
333,7,['Human Resources']
334,6,['Public Relations']
335,5,['Sales']
336,10,['Public Relations']
337,7,['Sales']
338,5,['IT']
339,10,['Sales']
340,7,['Human Resources']
341,10,['IT']
342,3,['Public Relations']
343,3,['Purchasing']
344,8,['Marketing']
345,5,['Human Resources']
346,9,['Administration']
347,10,['Executive']
348,8,['Executive']
349,1,['Marketing']
350,8,['Sales']
351,4,['Public Relations']
352,2,['Executive']
353,7,['Human Resources']
354,10,['IT']
355,10,['Human Resources']
356,10,['Human Resources']
357,2,['Shipping']
358,2,['Sales']
359,8,['Public Relations']
360,8,['IT']
361,7,['Sales']
362,1,['Administration']
363,6,['Public Relations']
364,8,['Administration']
365,9,['Sales']
366,8,['Human Resources']
367,7,['Sales']
368,10,['IT']
369,8,['Administration']
370,6,['Purchasing']
371,9,['Sales']
372,9,['Shipping']
373,9,['Finance']
374,10,['Purchasing']
375,10,['Executive']
376,9,['IT']
377,1,['Administration']
378,3,['Executive']
379,2,['Finance']
380,3,['Marketing']
381,7,['Finance']
382,5,['IT']
383,4,['IT']
384,5,['Administration']
385,5,['Administration']
386,3,['Human Resources']
387,4,['Administration']
388,7,['Public Relations']
389,2,['Purchasing']
390,6,['Finance']
391,4,['Public Relations']
392,6,['Shipping']
393,9,['Sales']
394,10,['Finance']
395,2,['Human Resources']
396,1,['Sales']
397,2,['Shipping']
398,6,['Sales']
399,3,['Marketing']
400,8,['Marketing']
401,2,['Public Relations']
402,1,['Public Relations']
403,1,['Executive']
404,8,['Finance']
405,5,['Sales']
406,1,['IT']
407,1,['Executive']
408,6,['Shipping']
409,2,['Shipping']
410,8,['Marketing']
411,7,['Finance']
412,10,['Administration']
413,8,['Sales']
414,10,['Human Resources']
415,2,['Sales']
416,6,['Public Relations']
417,4,['Executive']
418,7,['Sales']
419,1,['Marketing']
420,7,['Shipping']
421,2,['Human Resources']
422,6,['Administration']
423,5,['Shipping']
424,5,['Finance']
425,7,['Public Relations']
426,1,['Marketing']
427,7,['Human Resources']
428,3,['Executive']
429,6,['Finance']
430,4,['Purchasing']
431,3,['Administration']
432,6,['Shipping']
433,10,['Administration']
434,8,['Executive']
435,1,['Marketing']
436,5,['Administration']
437,1,['Marketing']
438,8,['Executive']
439,6,['Public Relations']
440,3,['Purchasing']
441,6,['Human Resources']
442,5,['Purchasing']
443,4,['Executive']
444,4,['Marketing']
445,3,['Executive']
446,2,['Shipping']
447,2,['Human Resources']
448,8,['Finance']
449,7,['Purchasing']
450,7,['Executive']
451,1,['Shipping']
452,4,['Public Relations']
453,8,['Executive']
454,7,['Administration']
455,1,['Executive']
456,7,['Purchasing']
457,8,['Administration']
458,7,['Shipping']
459,8,['Shipping']
460,5,['Sales']
461,5,['Human Resources']
462,7,['Purchasing']
463,4,['Marketing']
464,1,['Finance']
465,6,['Purchasing']
466,8,['IT']
467,2,['Purchasing']
468,7,['Marketing']
469,4,['Administration']
470,1,['Sales']
471,4,['Marketing']
472,2,['Shipping']
473,8,['Administration']
474,4,['IT']
475,10,['Sales']
476,3,['Human Resources']
477,7,['Shipping']
478,2,['Marketing']
479,5,['Public Relations']
480,6,['Human Resources']
481,5,['Sales']
482,3,['Public Relations']
483,4,['IT']
484,8,['Shipping']
485,1,['IT']
486,2,['Executive']
487,5,['Public Relations']
488,8,['Shipping']
489,10,['Shipping']
490,9,['Finance']
491,1,['IT']
492,1,['Administration']
493,2,['Marketing']
494,3,['Public Relations']
495,3,['Executive']
496,7,['Human Resources']
497,10,['Administration']
498,10,['Sales']
499,5,['IT']
500,8,['Finance']
501,4,['Finance']
502,8,['Public Relations']
503,9,['Public Relations']
504,1,['Marketing']
505,9,['Purchasing']
506,7,['Public Relations']
507,9,['Administration']
508,9,['Human Resources']
509,4,['Administration']
510,5,['Public Relations']
511,8,['Sales']
512,5,['Administration']
513,6,['Administration']
514,2,['Public Relations']
515,10,['Executive']
516,2,['Human Resources']
517,3,['Marketing']
518,10,['Shipping']
519,4,['Sales']
520,8,['Executive']
521,1,['Shipping']
522,6,['Marketing']
523,9,['Public Relations']
524,6,['Executive']
525,5,['Finance']
526,7,['Marketing']
527,5,['Administration']
528,2,['IT']
529,5,['Purchasing']
530,3,['Sales']
531,3,['Human Resources']
532,10,['Finance']
533,1,['Human Resources']
534,8,['Shipping']
535,9,['Shipping']
536,1,['Public Relations']
537,8,['IT']
538,3,['Finance']
539,8,['Executive']
540,6,['Purchasing']
541,6,['Executive']
542,5,['Administration']
543,4,['Shipping']
544,10,['Public Relations']
545,7,['Human Resources']
546,10,['Executive']
547,10,['Purchasing']
548,6,['Executive']
549,1,['Sales']
550,10,['Administration']
551,10,['IT']
552,4,['Purchasing']
553,5,['Finance']
554,4,['Executive']
555,9,['Human Resources']
556,8,['Executive']
557,1,['Purchasing']
558,3,['Sales']
559,8,['Purchasing']
560,6,['Sales']
561,9,['Public Relations']
562,6,['Human Resources']
563,4,['Shipping']
564,4,['Public Relations']
565,3,['Public Relations']
566,7,['Sales']
567,5,['IT']
568,7,['Marketing']
569,3,['Human Resources']
570,10,['Public Relations']
571,7,['Executive']
572,5,['Shipping']
573,9,['Executive']
574,3,['Public Relations']
575,6,['IT']
576,3,['Finance']
577,7,['Administration']
578,2,['Executive']
579,5,['Human Resources']
580,4,['Human Resources']
581,9,['IT']
582,4,['Executive']
583,4,['Public Relations']
584,7,['IT']
585,8,['IT']
586,8,['IT']
587,4,['Finance']
588,5,['IT']
589,10,['Public Relations']
590,1,['Purchasing']
591,3,['Purchasing']
592,8,['Purchasing']
593,7,['Sales']
594,5,['Finance']
595,9,['Purchasing']
596,4,['Purchasing']
597,6,['Purchasing']
598,8,['Finance']
599,6,['IT']
600,3,['Shipping']
601,9,['IT']
602,9,['Executive']
603,1,['Human Resources']
604,3,['Executive']
605,9,['IT']
606,7,['Purchasing']
607,5,['Human Resources']
608,2,['Purchasing']
609,4,['Marketing']
610,6,['Shipping']
611,6,['Finance']
612,9,['Administration']
613,10,['Sales']
614,6,['Administration']
615,5,['Marketing']
616,10,['Shipping']
617,4,['Shipping']
618,4,['Executive']
619,8,['Human Resources']
620,3,['Shipping']
621,4,['Shipping']
622,8,['Executive']
623,9,['Shipping']
624,6,['Human Resources']
625,9,['Purchasing']
626,8,['Purchasing']
627,6,['Purchasing']
628,2,['Human Resources']
629,1,['Administration']
630,8,['Public Relations']
631,3,['Public Relations']
632,7,['Public Relations']
633,1,['IT']
634,1,['Human Resources']
635,7,['Finance']
636,3,['IT']
637,10,['Executive']
638,10,['Finance']
639,2,['Administration']
640,10,['Shipping']
641,1,['Human Resources']
642,1,['Purchasing']
643,5,['Sales']
644,6,['Human Resources']
645,8,['Human Resources']
646,5,['Marketing']
647,6,['Shipping']
648,1,['Executive']
649,9,['Sales']
650,6,['Marketing']
651,10,['Shipping']
652,7,['Administration']
653,5,['Finance']
654,9,['IT']
655,1,['Administration']
656,7,['Human Resources']
657,9,['Marketing']
658,9,['Marketing']
659,9,['Sales']
660,10,['Purchasing']
661,8,['Marketing']
662,7,['Sales']
663,8,['Shipping']
664,3,['Administration']
665,3,['Finance']
666,2,['Marketing']
667,2,['Executive']
668,6,['Marketing']
669,7,['Human Resources']
670,2,['IT']
671,7,['Human Resources']
672,1,['Purchasing']
673,5,['Administration']
674,3,['Executive']
675,10,['Marketing']
676,6,['Sales']
677,10,['Public Relations']
678,2,['Human Resources']
679,6,['Purchasing']
680,1,['Executive']
681,6,['Purchasing']
682,10,['Administration']
683,6,['IT']
684,10,['IT']
685,6,['Purchasing']
686,10,['Sales']
687,9,['Administration']
688,10,['Purchasing']
689,7,['IT']
690,9,['Human Resources']
691,7,['Executive']
692,10,['Administration']
693,1,['Marketing']
694,2,['Finance']
695,2,['Sales']
696,3,['Executive']
697,9,['Purchasing']
698,6,['Purchasing']
699,7,['Marketing']
700,8,['Human Resources']
701,1,['Public Relations']
702,1,['Public Relations']
703,7,['Human Resources']
704,6,['Purchasing']
705,3,['Administration']
706,9,['Administration']
707,9,['Human Resources']
708,4,['Purchasing']
709,5,['Purchasing']
710,2,['Administration']
711,3,['Public Relations']
712,1,['Marketing']
713,6,['Sales']
714,7,['Public Relations']
715,1,['Marketing']
716,6,['IT']
717,5,['Finance']
718,10,['Sales']
719,9,['Executive']
720,3,['Shipping']
721,4,['Shipping']
722,3,['Sales']
723,2,['Purchasing']
724,1,['Human Resources']
725,1,['Public Relations']
726,5,['Purchasing']
727,5,['Marketing']
728,2,['Executive']
729,8,['Public Relations']
730,8,['Administration']
731,6,['IT']
732,8,['IT']
733,4,['Human Resources']
734,2,['Marketing']
735,6,['Sales']
736,10,['Purchasing']
737,10,['Human Resources']
738,5,['Executive']
739,2,['Purchasing']
740,7,['Purchasing']
741,2,['Marketing']
742,8,['Finance']
743,5,['Finance']
744,9,['Administration']
745,7,['Sales']
746,3,['Shipping']
747,4,['Shipping']
748,5,['Purchasing']
749,4,['Finance']
750,2,['Shipping']
751,7,['Human Resources']
752,6,['Human Resources']
753,9,['Human Resources']
754,9,['IT']
755,3,['Finance']
756,10,['Human Resources']
757,7,['Human Resources']
758,2,['Human Resources']
759,5,['Administration']
760,2,['Marketing']
761,10,['Public Relations']
762,4,['Marketing']
763,6,['Purchasing']
764,5,['Human Resources']
765,6,['Administration']
766,4,['Sales']
767,8,['Shipping']
768,7,['Executive']
769,7,['Executive']
770,2,['Public Relations']
771,4,['Public Relations']
772,5,['IT']
773,1,['Public Relations']
774,6,['Administration']
775,4,['Marketing']
776,7,['Sales']
777,8,['Purchasing']
778,7,['IT']
779,10,['Purchasing']
780,4,['Finance']
781,8,['Purchasing']
782,1,['Human Resources']
783,2,['Executive']
784,5,['Public Relations']
785,4,['Finance']
786,1,['Executive']
787,2,['Sales']
788,9,['Executive']
789,4,['Public Relations']
790,10,['Marketing']
791,10,['IT']
792,4,['Marketing']
793,3,['Marketing']
794,8,['Human Resources']
795,6,['Human Resources']
796,4,['Public Relations']
797,9,['Sales']
798,7,['Marketing']
799,3,['Executive']
800,7,['Purchasing']
801,4,['Administration']
802,10,['Shipping']
803,9,['Executive']
804,8,['Shipping']
805,4,['Executive']
806,10,['IT']
807,3,['IT']
808,1,['Executive']
809,8,['Finance']
810,1,['Purchasing']
811,8,['IT']
812,2,['Sales']
813,9,['Finance']
814,9,['Shipping']
815,1,['Sales']
816,2,['Public Relations']
817,5,['Executive']
818,10,['Sales']
819,1,['Sales']
820,7,['Administration']
821,9,['Finance']
822,7,['Marketing']
823,9,['Administration']
824,7,['Sales']
825,9,['Executive']
826,7,['IT']
827,2,['Sales']
828,6,['Shipping']
829,10,['Sales']
830,6,['Human Resources']
831,8,['Executive']
832,1,['Shipping']
833,5,['Finance']
834,2,['Marketing']
835,3,['Human Resources']
836,5,['Marketing']
837,1,['Human Resources']
838,10,['Purchasing']
839,7,['Public Relations']
840,7,['IT']
841,1,['Marketing']
842,8,['Marketing']
843,4,['Shipping']
844,2,['Finance']
845,7,['Shipping']
846,4,['Human Resources']
847,5,['Administration']
848,4,['Finance']
849,3,['Marketing']
850,3,['Purchasing']
851,2,['Human Resources']
852,9,['Executive']
853,7,['Shipping']
854,3,['Shipping']
855,3,['Shipping']
856,8,['IT']
857,10,['Purchasing']
858,8,['Purchasing']
859,5,['Sales']
860,1,['Marketing']
861,5,['Public Relations']
862,2,['IT']
863,5,['Shipping']
864,8,['IT']
865,8,['Marketing']
866,6,['Public Relations']
867,2,['Purchasing']
868,5,['Finance']
869,8,['Executive']
870,5,['Purchasing']
871,2,['Public Relations']
872,7,['IT']
873,9,['Sales']
874,3,['Marketing']
875,3,['Executive']
876,3,['Public Relations']
877,9,['Marketing']
878,10,['Marketing']
879,8,['Finance']
880,7,['Sales']
881,3,['Administration']
882,3,['Purchasing']
883,6,['Public Relations']
884,5,['Marketing']
885,7,['Executive']
886,4,['Executive']
887,3,['Public Relations']
888,1,['Finance']
889,2,['Sales']
890,8,['Public Relations']
891,9,['Marketing']
892,8,['Shipping']
893,6,['Executive']
894,9,['Marketing']
895,5,['Marketing']
896,3,['Purchasing']
897,5,['IT']
898,9,['Public Relations']
899,9,['Marketing']
900,1,['Executive']
901,9,['Purchasing']
902,7,['Public Relations']
903,10,['Finance']
904,1,['Sales']
905,2,['IT']
906,10,['IT']
907,6,['Sales']
908,6,['Finance']
909,7,['Finance']
910,3,['Administration']
911,6,['Purchasing']
912,5,['IT']
913,7,['Human Resources']
914,9,['Shipping']
915,3,['IT']
916,7,['IT']
917,6,['Executive']
918,9,['Public Relations']
919,1,['Purchasing']
920,10,['Sales']
921,6,['Shipping']
922,9,['Sales']
923,3,['Marketing']
924,10,['Human Resources']
925,10,['Executive']
926,6,['Administration']
927,1,['Human Resources']
928,4,['Sales']
929,10,['Shipping']
930,4,['Purchasing']
931,4,['Finance']
932,7,['Purchasing']
933,5,['IT']
934,7,['Human Resources']
935,8,['Sales']
936,7,['Shipping']
937,3,['Marketing']
938,10,['Administration']
939,10,['Administration']
940,3,['Marketing']
941,8,['Human Resources']
942,3,['Marketing']
943,4,['IT']
944,2,['Sales']
945,7,['Shipping']
946,10,['Marketing']
947,2,['Executive']
948,1,['Shipping']
949,7,['Public Relations']
950,1,['Administration']
951,10,['Shipping']
952,2,['Public Relations']
953,8,['Human Resources']
954,7,['Public Relations']
955,5,['Finance']
956,10,['Public Relations']
957,1,['Public Relations']
958,5,['Sales']
959,3,['Shipping']
960,2,['Administration']
961,7,['Executive']
962,3,['Sales']
963,10,['Administration']
964,5,['Public Relations']
965,3,['Human Resources']
966,1,['Executive']
967,7,['Sales']
968,8,['Public Relations']
969,1,['Purchasing']
970,3,['Public Relations']
971,5,['Administration']
972,10,['Marketing']
973,8,['Public Relations']
974,10,['Human Resources']
975,7,['IT']
976,8,['IT']
977,8,['Human Resources']
978,7,['IT']
979,7,['Executive']
980,8,['Human Resources']
981,2,['Finance']
982,2,['Finance']
983,4,['Executive']
984,10,['Executive']
985,7,['Executive']
986,1,['Purchasing']
987,4,['Executive']
988,3,['Purchasing']
989,7,['Human Resources']
990,4,['Sales']
991,1,['Finance']
992,5,['Executive']
993,10,['Shipping']
994,7,['IT']
995,10,['IT']
996,7,['Sales']
997,3,['Shipping']
998,5,['Marketing']
999,9,['Human Resources']
1000,3,['Public Relations']
1001,2,['Marketing']
1002,5,['Shipping']
1003,2,['Public Relations']
1004,1,['Purchasing']
1005,1,['Administration']
1006,8,['Marketing']
1007,4,['Shipping']
1008,2,['IT']
1009,3,['Human Resources']
1010,3,['Public Relations']
1011,10,['Marketing']
1012,10,['IT']
1013,3,['Public Relations']
1014,9,['Executive']
1015,1,['Public Relations']
1016,10,['Sales']
1017,6,['Finance']
1018,1,['Finance']
1019,9,['IT']
1020,7,['Executive']
1021,9,['IT']
1022,9,['Executive']
1023,3,['Public Relations']
1024,7,['IT']
1025,10,['Public Relations']
1026,10,['IT']
1027,7,['IT']
1028,4,['Executive']
1029,9,['Finance']
1030,7,['Purchasing']
1031,2,['Sales']
1032,3,['Administration']
1033,4,['Administration']
1034,1,['Sales']
1035,5,['Shipping']
1036,9,['Human Resources']
1037,2,['Marketing']
1038,9,['Executive']
1039,7,['Finance']
1040,6,['Purchasing']
1041,1,['Administration']
1042,8,['Human Resources']
1043,10,['Executive']
1044,7,['Finance']
1045,3,['Sales']
1046,5,['Administration']
1047,9,['Human Resources']
1048,3,['Purchasing']
1049,1,['Executive']
1050,1,['IT']
1051,3,['Sales']
1052,6,['Executive']
1053,5,['Executive']
1054,10,['Sales']
1055,10,['Sales']
1056,5,['Shipping']
1057,3,['Public Relations']
1058,9,['Sales']
1059,6,['Public Relations']
1060,10,['Sales']
1061,10,['Marketing']
1062,3,['Finance']
1063,5,['Public Relations']
1064,5,['Human Resources']
1065,7,['Marketing']
1066,8,['Shipping']
1067,9,['Sales']
1068,2,['Marketing']
1069,1,['Finance']
1070,1,['Sales']
1071,7,['Finance']
1072,5,['Administration']
1073,5,['Marketing']
1074,7,['Human Resources']
1075,2,['IT']
1076,9,['Finance']
1077,6,['Shipping']
1078,5,['Administration']
1079,4,['Purchasing']
1080,8,['Sales']
1081,6,['IT']
1082,7,['Finance']
1083,7,['Marketing']
1084,9,['IT']
1085,5,['Shipping']
1086,1,['Marketing']
1087,2,['Shipping']
1088,3,['Purchasing']
1089,4,['Human Resources']
1090,1,['Public Relations']
1091,7,['Public Relations']
1092,1,['Sales']
1093,4,['Executive']
1094,6,['Sales']
1095,10,['Marketing']
1096,9,['Administration']
1097,7,['Shipping']
1098,6,['Finance']
1099,5,['Marketing']
1100,4,['IT']
1101,9,['Administration']
1102,9,['Sales']
1103,5,['IT']
1104,10,['IT']
1105,4,['Public Relations']
1106,9,['Executive']
1107,7,['Human Resources']
1108,3,['Human Resources']
1109,7,['Administration']
1110,3,['Executive']
1111,6,['Executive']
1112,7,['Sales']
1113,5,['Purchasing']
1114,9,['Executive']
1115,3,['Public Relations']
1116,3,['Marketing']
1117,2,['Sales']
1118,10,['Executive']
1119,3,['Sales']
1120,4,['Finance']
1121,3,['Shipping']
1122,10,['Sales']
1123,7,['Public Relations']
1124,4,['Sales']
1125,9,['Marketing']
1126,6,['Shipping']
1127,10,['Public Relations']
1128,3,['Purchasing']
1129,4,['Marketing']
1130,10,['IT']
1131,4,['Sales']
1132,9,['Administration']
1133,8,['Public Relations']
1134,6,['IT']
1135,5,['Public Relations']
1136,4,['Marketing']
1137,3,['Executive']
1138,10,['Administration']
1139,1,['Marketing']
1140,9,['Human Resources']
1141,10,['Administration']
1142,2,['Sales']
1143,8,['Marketing']
1144,7,['Executive']
1145,10,['Shipping']
1146,7,['Purchasing']
1147,8,['Public Relations']
1148,3,['Administration']
1149,2,['Purchasing']
1150,4,['Executive']
1151,2,['Executive']
1152,6,['Human Resources']
1153,1,['Administration']
1154,1,['Purchasing']
1155,8,['IT']
1156,4,['Administration']
1157,4,['Administration']
1158,8,['Shipping']
1159,7,['Shipping']
1160,5,['Shipping']
1161,1,['Public Relations']
1162,5,['Executive']
1163,1,['Shipping']
1164,8,['Shipping']
1165,4,['Marketing']
1166,8,['Finance']
1167,7,['Sales']
1168,10,['Finance']
1169,2,['Administration']
1170,2,['Executive']
1171,2,['Human Resources']
1172,10,['Shipping']
1173,4,['Sales']
1174,10,['IT']
1175,6,['IT']
1176,10,['Human Resources']
1177,9,['Administration']
1178,8,['Finance']
1179,8,['Purchasing']
1180,10,['Administration']
1181,1,['Purchasing']
1182,4,['Purchasing']
1183,8,['Executive']
1184,4,['Shipping']
1185,6,['Human Resources']
1186,6,['Sales']
1187,1,['Purchasing']
1188,1,['Sales']
1189,8,['IT']
1190,9,['Sales']
1191,2,['Executive']
1192,6,['IT']
1193,4,['Human Resources']
1194,8,['Public Relations']
1195,8,['IT']
1196,10,['Administration']
1197,8,['IT']
1198,7,['Human Resources']
1199,2,['Purchasing']
1200,10,['Executive']
1201,7,['IT']
1202,9,['Sales']
1203,2,['Human Resources']
1204,8,['Executive']
1205,5,['Sales']
1206,6,['Marketing']
1207,3,['Marketing']
1208,9,['IT']
1209,1,['Marketing']
1210,9,['Purchasing']
1211,5,['IT']
1212,5,['Human Resources']
1213,8,['Executive']
1214,3,['Marketing']
1215,6,['IT']
1216,2,['Finance']
1217,6,['Finance']
1218,8,['Marketing']
1219,5,['IT']
1220,6,['Finance']
1221,5,['Sales']
1222,3,['Executive']
1223,3,['Purchasing']
1224,2,['Finance']
1225,1,['Sales']
1226,9,['Administration']
1227,4,['Executive']
1228,9,['Marketing']
1229,2,['Finance']
1230,8,['Marketing']
1231,2,['Sales']
1232,1,['Purchasing']
1233,3,['Human Resources']
1234,10,['Public Relations']
1235,4,['Human Resources']
1236,1,['IT']
1237,10,['Executive']
1238,6,['IT']
1239,5,['Marketing']
1240,5,['Executive']
1241,6,['Sales']
1242,3,['Finance']
1243,2,['Administration']
1244,10,['Shipping']
1245,5,['Administration']
1246,9,['Human Resources']
1247,2,['Purchasing']
1248,1,['Public Relations']
1249,4,['IT']
1250,5,['Sales']
1251,1,['Executive']
1252,10,['Marketing']
1253,10,['Executive']
1254,2,['Finance']
1255,6,['Shipping']
1256,5,['Shipping']
1257,3,['Shipping']
1258,10,['Executive']
1259,5,['Human Resources']
1260,8,['Purchasing']
1261,5,['Administration']
1262,6,['IT']
1263,3,['Human Resources']
1264,2,['Public Relations']
1265,2,['Purchasing']
1266,6,['Administration']
1267,1,['Public Relations']
1268,2,['Marketing']
1269,4,['IT']
1270,6,['Marketing']
1271,5,['Marketing']
1272,4,['Administration']
1273,6,['Marketing']
1274,2,['Public Relations']
1275,10,['Public Relations']
1276,6,['IT']
1277,10,['Shipping']
1278,8,['Public Relations']
